,,50.80%,41.40%,32.50%,,,,32.50%,,
1256,Encode Number,69.80%,Medium,52.20%,41.40%,-18.43%,2,1.631,,1
1525,Number of Good Ways to Split a String,69.80%,Medium,52.20%,41.40%,-18.43%,2,1.631,,
602,Friend Requests II: Who Has the Most Friends,61.00%,Medium,52.17%,41.40%,-18.38%,2,1.632,Sql,1
1045,Customers Who Bought All Products,67.50%,Medium,52.17%,41.40%,-18.38%,2,1.632,Sql,1
40,Combination Sum II,52.70%,Medium,52.11%,41.40%,-18.28%,2,1.634,,
1387,Sort Integers by The Power Value,69.70%,Medium,52.10%,41.40%,-18.26%,2,1.635,,
320,Generalized Abbreviation,56.70%,Medium,52.01%,41.40%,-18.10%,2,1.638,,1
1612,Check If Two Expression Trees are Equivalent,69.60%,Medium,52.00%,41.40%,-18.09%,2,1.638,,1
2237,Count Positions on Street With Required Brightness,69.60%,Medium,52.00%,41.40%,-18.09%,2,1.638,,1
914,X of a Kind in a Deck of Cards,32.70%,Easy,19.29%,50.80%,64.04%,1,1.640,,
1130,Minimum Cost Tree From Leaf Values,68.50%,Medium,51.93%,41.40%,-17.96%,2,1.641,,
2174,Remove All Ones With Row and Column Flips II,69.50%,Medium,51.90%,41.40%,-17.92%,2,1.642,,1
1142,User Activity for the Past 30 Days II,35.90%,Easy,19.15%,50.80%,64.33%,1,1.643,Sql,1
973,K Closest Points to Origin,66.00%,Medium,51.73%,41.40%,-17.63%,2,1.647,,
1237,Find Positive Integer Solution for a Given Equation,69.30%,Medium,51.70%,41.40%,-17.58%,2,1.648,,
1357,Apply Discount Every n Orders,69.30%,Medium,51.70%,41.40%,-17.58%,2,1.648,,
1459,Rectangles Area,69.30%,Medium,51.70%,41.40%,-17.58%,2,1.648,Sql,1
200,Number of Islands,54.60%,Medium,51.67%,41.40%,-17.52%,2,1.650,,
1988,Find Cutoff Score for Each School,69.20%,Medium,51.60%,41.40%,-17.41%,2,1.652,Sql,1
384,Shuffle an Array,57.20%,Medium,51.57%,41.40%,-17.35%,2,1.653,,
439,Ternary Expression Parser,58.00%,Medium,51.56%,41.40%,-17.34%,2,1.653,,1
1395,Count Number of Teams,69.10%,Medium,51.50%,41.40%,-17.24%,2,1.655,,
1836,Remove Duplicates From an Unsorted Linked List,69.10%,Medium,51.50%,41.40%,-17.24%,2,1.655,,1
684,Redundant Connection,61.50%,Medium,51.47%,41.40%,-17.18%,2,1.656,,
712,Minimum ASCII Delete Sum for Two Strings,61.80%,Medium,51.36%,41.40%,-16.99%,2,1.660,,
1164,Product Price at a Given Date,68.40%,Medium,51.33%,41.40%,-16.94%,2,1.661,Sql,1
1805,Number of Different Integers in a String,35.90%,Easy,18.30%,50.80%,66.06%,1,1.661,,
636,Exclusive Time of Functions,60.60%,Medium,51.27%,41.40%,-16.85%,2,1.663,,
998,Maximum Binary Tree II,65.90%,Medium,51.26%,41.40%,-16.83%,2,1.663,,
1346,Check If N and Its Double Exist,35.80%,Easy,18.20%,50.80%,66.26%,1,1.663,,
250,Count Univalue Subtrees,54.90%,Medium,51.23%,41.40%,-16.78%,2,1.664,,1
932,Beautiful Array,64.90%,Medium,51.23%,41.40%,-16.78%,2,1.664,,
553,Optimal Division,59.30%,Medium,51.19%,41.40%,-16.71%,2,1.666,,
1126,Active Businesses,67.70%,Medium,51.19%,41.40%,-16.70%,2,1.666,Sql,1
2046,Sort Linked List Already Sorted Using Absolute Values,68.80%,Medium,51.20%,41.40%,-16.72%,2,1.666,,1
120,Triangle,52.90%,Medium,51.14%,41.40%,-16.62%,2,1.668,,
1666,Change the Root of a Binary Tree,68.70%,Medium,51.10%,41.40%,-16.55%,2,1.669,,1
1433,Check If a String Can Break Another String,68.60%,Medium,51.00%,41.40%,-16.38%,2,1.672,,
394,Decode String,56.70%,Medium,50.92%,41.40%,-16.25%,2,1.675,,
919,Complete Binary Tree Inserter,64.40%,Medium,50.92%,41.40%,-16.25%,2,1.675,,
655,Print Binary Tree,60.50%,Medium,50.89%,41.40%,-16.20%,2,1.676,,
1740,Find Distance in a Binary Tree,68.50%,Medium,50.90%,41.40%,-16.21%,2,1.676,,1
2225,Find Players With Zero or One Losses,68.50%,Medium,50.90%,41.40%,-16.21%,2,1.676,,
518,Coin Change 2,58.40%,Medium,50.80%,41.40%,-16.05%,2,1.679,,
1238,Circular Permutation in Binary Representation,68.40%,Medium,50.80%,41.40%,-16.04%,2,1.679,,
540,Single Element in a Sorted Array,58.60%,Medium,50.68%,41.40%,-15.84%,2,1.683,,
1338,Reduce Array Size to The Half,68.30%,Medium,50.70%,41.40%,-15.87%,2,1.683,,
1244,Design A Leaderboard,68.20%,Medium,50.60%,41.40%,-15.70%,2,1.686,,1
1743,Restore the Array From Adjacent Pairs,68.20%,Medium,50.60%,41.40%,-15.70%,2,1.686,,
159,Longest Substring with At Most Two Distinct Characters,52.90%,Medium,50.57%,41.40%,-15.65%,2,1.687,,1
148,Sort List,52.70%,Medium,50.53%,41.40%,-15.58%,2,1.688,,
454,4Sum II,57.20%,Medium,50.54%,41.40%,-15.60%,2,1.688,,
1721,Swapping Nodes in a Linked List,68.10%,Medium,50.50%,41.40%,-15.53%,2,1.689,,
2083,Substrings That Begin and End With the Same Letter,68.10%,Medium,50.50%,41.40%,-15.53%,2,1.689,,1
574,Winning Candidate,58.90%,Medium,50.48%,41.40%,-15.50%,2,1.690,Sql,1
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,67.90%,Medium,50.30%,41.40%,-15.19%,2,1.696,,
1167,Minimum Cost to Connect Sticks,67.40%,Medium,50.28%,41.40%,-15.16%,2,1.697,,1
901,Online Stock Span,63.40%,Medium,50.19%,41.40%,-14.99%,2,1.700,,
1264,Page Recommendations,67.80%,Medium,50.20%,41.40%,-15.02%,2,1.700,Sql,1
1549,The Most Recent Orders for Each Product,67.80%,Medium,50.20%,41.40%,-15.02%,2,1.700,Sql,1
1963,Minimum Number of Swaps to Make the String Balanced,67.80%,Medium,50.20%,41.40%,-15.02%,2,1.700,,
859,Buddy Strings,28.90%,Easy,16.30%,50.80%,70.12%,1,1.701,,
1747,Leetflex Banned Accounts,67.70%,Medium,50.10%,41.40%,-14.85%,2,1.703,Sql,1
1992,Find All Groups of Farmland,67.70%,Medium,50.10%,41.40%,-14.85%,2,1.703,,
2137,Pour Water Between Buckets to Make Water Levels Equal,67.70%,Medium,50.10%,41.40%,-14.85%,2,1.703,,1
1087,Brace Expansion,66.00%,Medium,50.06%,41.40%,-14.77%,2,1.705,,1
694,Number of Distinct Islands,60.20%,Medium,50.02%,41.40%,-14.71%,2,1.706,,1
498,Diagonal Traverse,57.30%,Medium,50.00%,41.40%,-14.67%,2,1.707,,
583,Delete Operation for Two Strings,58.40%,Medium,49.85%,41.40%,-14.42%,2,1.712,,
449,Serialize and Deserialize BST,56.40%,Medium,49.81%,41.40%,-14.36%,2,1.713,,
1193,Monthly Transactions I,67.30%,Medium,49.80%,41.40%,-14.34%,2,1.713,Sql,1
983,Minimum Cost For Tickets,64.20%,Medium,49.78%,41.40%,-14.30%,2,1.714,,
80,Remove Duplicates from Sorted Array II,50.90%,Medium,49.73%,41.40%,-14.21%,2,1.716,,
667,Beautiful Arrangement II,59.50%,Medium,49.72%,41.40%,-14.19%,2,1.716,,
343,Integer Break,54.60%,Medium,49.57%,41.40%,-13.94%,2,1.721,,
1268,Search Suggestions System,67.10%,Medium,49.50%,41.40%,-13.82%,2,1.724,,
1905,Count Sub Islands,67.10%,Medium,49.50%,41.40%,-13.82%,2,1.724,,
1564,Put Boxes Into the Warehouse I,67.00%,Medium,49.40%,41.40%,-13.65%,2,1.727,,1
1663,Smallest String With A Given Numeric Value,67.00%,Medium,49.40%,41.40%,-13.65%,2,1.727,,
1161,Maximum Level Sum of a Binary Tree,66.40%,Medium,49.37%,41.40%,-13.60%,2,1.728,,
1457,Pseudo-Palindromic Paths in a Binary Tree,66.90%,Medium,49.30%,41.40%,-13.48%,2,1.730,,
1011,Capacity To Ship Packages Within D Days,63.90%,Medium,49.07%,41.40%,-13.09%,2,1.738,,
835,Image Overlap,61.20%,Medium,48.95%,41.40%,-12.89%,2,1.742,,
360,Sort Transformed Array,54.20%,Medium,48.92%,41.40%,-12.83%,2,1.743,,1
666,Path Sum IV,58.70%,Medium,48.93%,41.40%,-12.85%,2,1.743,,1
580,Count Student Number in Departments,57.40%,Medium,48.89%,41.40%,-12.79%,2,1.744,Sql,1
1706,Where Will the Ball Fall,66.50%,Medium,48.90%,41.40%,-12.80%,2,1.744,,
1807,Evaluate the Bracket Pairs of a String,66.50%,Medium,48.90%,41.40%,-12.80%,2,1.744,,
1120,Maximum Average Subtree,65.30%,Medium,48.87%,41.40%,-12.75%,2,1.745,,1
863,All Nodes Distance K in Binary Tree,61.50%,Medium,48.84%,41.40%,-12.70%,2,1.746,,
53,Maximum Subarray,49.60%,Medium,48.82%,41.40%,-12.67%,2,1.747,,
95,Unique Binary Search Trees II,50.20%,Medium,48.81%,41.40%,-12.64%,2,1.747,,
1214,Two Sum BSTs,66.40%,Medium,48.80%,41.40%,-12.63%,2,1.747,,1
186,Reverse Words in a String II,51.50%,Medium,48.77%,41.40%,-12.58%,2,1.748,,1
1020,Number of Enclaves,63.70%,Medium,48.74%,41.40%,-12.53%,2,1.749,,
789,Escape The Ghosts,60.30%,Medium,48.73%,41.40%,-12.51%,2,1.750,,
1029,Two City Scheduling,63.80%,Medium,48.71%,41.40%,-12.47%,2,1.751,,
337,House Robber III,53.60%,Medium,48.66%,41.40%,-12.38%,2,1.752,,
820,Short Encoding of Words,60.70%,Medium,48.67%,41.40%,-12.41%,2,1.752,,
1158,Market Analysis I,65.60%,Medium,48.62%,41.40%,-12.31%,2,1.754,Sql,1
1966,Binary Searchable Numbers in an Unsorted Array,66.20%,Medium,48.60%,41.40%,-12.29%,2,1.754,,1
2175,The Change in Global Rankings,66.20%,Medium,48.60%,41.40%,-12.29%,2,1.754,Sql,1
309,Best Time to Buy and Sell Stock with Cooldown,53.10%,Medium,48.57%,41.40%,-12.23%,2,1.755,,
38,Count and Say,49.10%,Medium,48.54%,41.40%,-12.19%,2,1.756,,
155,Min Stack,50.80%,Medium,48.53%,41.40%,-12.16%,2,1.757,,
869,Reordered Power of 2,61.20%,Medium,48.45%,41.40%,-12.04%,2,1.759,,
1004,Max Consecutive Ones III,63.20%,Medium,48.47%,41.40%,-12.07%,2,1.759,,
1190,Reverse Substrings Between Each Pair of Parentheses,65.80%,Medium,48.35%,41.40%,-11.85%,2,1.763,,
1625,Lexicographically Smallest String After Applying Operations,65.90%,Medium,48.30%,41.40%,-11.77%,2,1.765,,
421,Maximum XOR of Two Numbers in an Array,54.40%,Medium,48.23%,41.40%,-11.65%,2,1.767,,
1236,Web Crawler,65.80%,Medium,48.20%,41.40%,-11.60%,2,1.768,,1
1858,Longest Word With All Prefixes,65.80%,Medium,48.20%,41.40%,-11.60%,2,1.768,,1
453,Minimum Moves to Equal Array Elements,54.80%,Medium,48.16%,41.40%,-11.53%,2,1.769,,
759,Employee Free Time,71.30%,Hard,60.17%,32.50%,-40.99%,3,1.770,,1
1101,The Earliest Moment When Everyone Become Friends,64.30%,Medium,48.15%,41.40%,-11.52%,2,1.770,,1
51,N-Queens,60.90%,Hard,60.15%,32.50%,-40.97%,3,1.771,,
565,Array Nesting,56.40%,Medium,48.11%,41.40%,-11.46%,2,1.771,,
641,Design Circular Deque,57.50%,Medium,48.10%,41.40%,-11.43%,2,1.771,,
1249,Minimum Remove to Make Valid Parentheses,65.70%,Medium,48.10%,41.40%,-11.43%,2,1.771,,
1375,Number of Times Binary String Is Prefix-Aligned,65.70%,Medium,48.10%,41.40%,-11.43%,2,1.771,,
1685,Sum of Absolute Differences in a Sorted Array,65.70%,Medium,48.10%,41.40%,-11.43%,2,1.771,,
1140,Stone Game II,64.80%,Medium,48.08%,41.40%,-11.40%,2,1.772,,
536,Construct Binary Tree from String,55.90%,Medium,48.04%,41.40%,-11.33%,2,1.773,,1
1318,Minimum Flips to Make a OR b Equal to c,65.60%,Medium,48.00%,41.40%,-11.26%,2,1.775,,
1753,Maximum Score From Removing Stones,65.60%,Medium,48.00%,41.40%,-11.26%,2,1.775,,
1772,Sort Features by Popularity,65.60%,Medium,48.00%,41.40%,-11.26%,2,1.775,,1
2043,Simple Bank System,65.60%,Medium,48.00%,41.40%,-11.26%,2,1.775,,
279,Perfect Squares,52.00%,Medium,47.91%,41.40%,-11.11%,2,1.778,,
539,Minimum Time Difference,55.80%,Medium,47.89%,41.40%,-11.08%,2,1.778,,
447,Number of Boomerangs,54.40%,Medium,47.84%,41.40%,-11.00%,2,1.780,,
73,Set Matrix Zeroes,48.90%,Medium,47.83%,41.40%,-10.97%,2,1.781,,
490,The Maze,55.00%,Medium,47.81%,41.40%,-10.94%,2,1.781,,1
912,Sort an Array,61.20%,Medium,47.82%,41.40%,-10.96%,2,1.781,,
99,Recover Binary Search Tree,49.20%,Medium,47.75%,41.40%,-10.83%,2,1.783,,
1219,Path with Maximum Gold,65.30%,Medium,47.70%,41.40%,-10.75%,2,1.785,,
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,65.30%,Medium,47.70%,41.40%,-10.75%,2,1.785,,
1233,Remove Sub-Folders from the Filesystem,65.20%,Medium,47.60%,41.40%,-10.58%,2,1.788,,
1794,Count Pairs of Equal Substrings With Minimum Difference,65.20%,Medium,47.60%,41.40%,-10.58%,2,1.788,,1
1833,Maximum Ice Cream Bars,65.20%,Medium,47.60%,41.40%,-10.58%,2,1.788,,
247,Strobogrammatic Number II,51.20%,Medium,47.58%,41.40%,-10.54%,2,1.789,,1
1072,Flip Columns For Maximum Number of Equal Rows,63.30%,Medium,47.58%,41.40%,-10.54%,2,1.789,,
2047,Number of Valid Words in a Sentence,29.50%,Easy,11.90%,50.80%,79.07%,1,1.791,,
1780,Check if Number is a Sum of Powers of Three,65.10%,Medium,47.50%,41.40%,-10.41%,2,1.792,,
294,Flip Game II,51.60%,Medium,47.29%,41.40%,-10.05%,2,1.799,,1
1861,Rotating the Box,64.90%,Medium,47.30%,41.40%,-10.07%,2,1.799,,
776,Split BST,58.60%,Medium,47.22%,41.40%,-9.93%,2,1.801,,1
1811,Find Interview Candidates,64.80%,Medium,47.20%,41.40%,-9.90%,2,1.802,Sql,1
86,Partition List,48.40%,Medium,47.14%,41.40%,-9.79%,2,1.804,,
147,Insertion Sort List,49.30%,Medium,47.14%,41.40%,-9.80%,2,1.804,,
298,Binary Tree Longest Consecutive Sequence,51.50%,Medium,47.13%,41.40%,-9.78%,2,1.804,,1
2189,Number of Ways to Build House of Cards,64.70%,Medium,47.10%,41.40%,-9.73%,2,1.805,,1
117,Populating Next Right Pointers in Each Node II,48.80%,Medium,47.08%,41.40%,-9.70%,2,1.806,,
677,Map Sum Pairs,57.00%,Medium,47.07%,41.40%,-9.68%,2,1.806,,
858,Mirror Reflection,59.60%,Medium,47.02%,41.40%,-9.58%,2,1.808,,
2297,Jump Game VIII,64.60%,Medium,47.00%,41.40%,-9.56%,2,1.809,,1
138,Copy List with Random Pointer,49.00%,Medium,46.98%,41.40%,-9.52%,2,1.810,,
128,Longest Consecutive Sequence,48.80%,Medium,46.92%,41.40%,-9.42%,2,1.812,,
143,Reorder List,49.00%,Medium,46.90%,41.40%,-9.39%,2,1.812,,
314,Binary Tree Vertical Order Traversal,51.50%,Medium,46.89%,41.40%,-9.38%,2,1.812,,1
1227,Airplane Seat Assignment Probability,64.50%,Medium,46.90%,41.40%,-9.39%,2,1.812,,
133,Clone Graph,48.80%,Medium,46.85%,41.40%,-9.30%,2,1.814,,
676,Implement Magic Dictionary,56.70%,Medium,46.79%,41.40%,-9.19%,2,1.816,,
1584,Min Cost to Connect All Points,64.40%,Medium,46.80%,41.40%,-9.22%,2,1.816,,
1907,Count Salary Categories,64.40%,Medium,46.80%,41.40%,-9.22%,2,1.816,Sql,1
304,Range Sum Query 2D - Immutable,51.20%,Medium,46.74%,41.40%,-9.11%,2,1.818,,
259,3Sum Smaller,50.50%,Medium,46.70%,41.40%,-9.05%,2,1.819,,1
569,Median Employee Salary,67.40%,Hard,59.05%,32.50%,-39.34%,3,1.820,Sql,1
740,Delete and Earn,57.50%,Medium,46.65%,41.40%,-8.95%,2,1.821,,
985,Sum of Even Numbers After Queries,61.10%,Medium,46.65%,41.40%,-8.96%,2,1.821,,
1174,Immediate Food Delivery II,63.80%,Medium,46.58%,41.40%,-8.84%,2,1.823,Sql,1
1447,Simplified Fractions,64.20%,Medium,46.60%,41.40%,-8.87%,2,1.823,,
1558,Minimum Numbers of Function Calls to Make Target Array,64.20%,Medium,46.60%,41.40%,-8.87%,2,1.823,,
16,3Sum Closest,46.80%,Medium,46.57%,41.40%,-8.81%,2,1.824,,
646,Maximum Length of Pair Chain,56.00%,Medium,46.53%,41.40%,-8.75%,2,1.825,,
652,Find Duplicate Subtrees,56.10%,Medium,46.54%,41.40%,-8.77%,2,1.825,,
769,Max Chunks To Make Sorted,57.80%,Medium,46.52%,41.40%,-8.74%,2,1.825,,
573,Squirrel Simulation,54.80%,Medium,46.40%,41.40%,-8.53%,2,1.829,,1
452,Minimum Number of Arrows to Burst Balloons,53.00%,Medium,46.37%,41.40%,-8.48%,2,1.830,,
725,Split Linked List in Parts,57.00%,Medium,46.37%,41.40%,-8.48%,2,1.830,,
253,Meeting Rooms II,50.00%,Medium,46.29%,41.40%,-8.34%,2,1.833,,1
2304,Minimum Path Cost in a Grid,63.80%,Medium,46.20%,41.40%,-8.19%,2,1.836,,
2305,Fair Distribution of Cookies,63.80%,Medium,46.20%,41.40%,-8.19%,2,1.836,,
817,Linked List Components,58.10%,Medium,46.12%,41.40%,-8.05%,2,1.839,,
1247,Minimum Swaps to Make Strings Equal,63.70%,Medium,46.10%,41.40%,-8.02%,2,1.840,,
1254,Number of Closed Islands,63.70%,Medium,46.10%,41.40%,-8.02%,2,1.840,,
1257,Smallest Common Region,63.70%,Medium,46.10%,41.40%,-8.02%,2,1.840,,1
1580,Put Boxes Into the Warehouse II,63.70%,Medium,46.10%,41.40%,-8.02%,2,1.840,,1
2232,Minimize Result by Adding Parentheses to Expression,63.70%,Medium,46.10%,41.40%,-8.02%,2,1.840,,
351,Android Unlock Patterns,51.20%,Medium,46.05%,41.40%,-7.94%,2,1.841,,1
380,Insert Delete GetRandom O(1),51.60%,Medium,46.03%,41.40%,-7.90%,2,1.842,,
1400,Construct K Palindrome Strings,63.60%,Medium,46.00%,41.40%,-7.85%,2,1.843,,
1600,Throne Inheritance,63.50%,Medium,45.90%,41.40%,-7.68%,2,1.846,,
1664,Ways to Make a Fair Array,63.50%,Medium,45.90%,41.40%,-7.68%,2,1.846,,
1980,Find Unique Binary String,63.50%,Medium,45.90%,41.40%,-7.68%,2,1.846,,
2159,Order Two Columns Independently,63.50%,Medium,45.90%,41.40%,-7.68%,2,1.846,Sql,1
153,Find Minimum in Rotated Sorted Array,48.10%,Medium,45.86%,41.40%,-7.60%,2,1.848,,
428,Serialize and Deserialize N-ary Tree,64.70%,Hard,58.42%,32.50%,-38.40%,3,1.848,,1
1909,Remove One Element to Make the Array Strictly Increasing,26.70%,Easy,9.10%,50.80%,84.76%,1,1.848,,
621,Task Scheduler,54.90%,Medium,45.79%,41.40%,-7.49%,2,1.850,,
900,RLE Iterator,59.00%,Medium,45.80%,41.40%,-7.51%,2,1.850,,
1344,Angle Between Hands of a Clock,63.40%,Medium,45.80%,41.40%,-7.51%,2,1.850,,
1063,Number of Valid Subarrays,73.90%,Hard,58.31%,32.50%,-38.24%,3,1.853,,1
357,Count Numbers with Unique Digits,50.90%,Medium,45.66%,41.40%,-7.28%,2,1.854,,
1017,Convert to Base -2,60.60%,Medium,45.68%,41.40%,-7.31%,2,1.854,,
585,Investments in 2016,54.20%,Medium,45.62%,41.40%,-7.20%,2,1.856,Sql,1
926,Flip String to Monotone Increasing,59.20%,Medium,45.62%,41.40%,-7.20%,2,1.856,,
721,Accounts Merge,56.10%,Medium,45.53%,41.40%,-7.04%,2,1.859,,
788,Rotated Digits,57.10%,Medium,45.54%,41.40%,-7.07%,2,1.859,,
300,Longest Increasing Subsequence,49.90%,Medium,45.50%,41.40%,-7.00%,2,1.860,,
638,Shopping Offers,54.80%,Medium,45.44%,41.40%,-6.90%,2,1.862,,
2021,Brightest Position on Street,63.00%,Medium,45.40%,41.40%,-6.83%,2,1.863,,1
2219,Maximum Sum Score of Array,63.00%,Medium,45.40%,41.40%,-6.83%,2,1.863,,1
240,Search a 2D Matrix II,48.90%,Medium,45.38%,41.40%,-6.79%,2,1.864,,
1306,Jump Game III,62.90%,Medium,45.30%,41.40%,-6.66%,2,1.867,,
1136,Parallel Courses,61.90%,Medium,45.24%,41.40%,-6.55%,2,1.869,,1
184,Department Highest Salary,47.90%,Medium,45.20%,41.40%,-6.49%,2,1.870,Sql,
1538,Guess the Majority in a Hidden Array,62.80%,Medium,45.20%,41.40%,-6.48%,2,1.870,,1
371,Sum of Two Integers,50.60%,Medium,45.16%,41.40%,-6.41%,2,1.872,,
423,Reconstruct Original Digits from English,51.30%,Medium,45.10%,41.40%,-6.31%,2,1.874,,
477,Total Hamming Distance,52.10%,Medium,45.10%,41.40%,-6.32%,2,1.874,,
1371,Find the Longest Substring Containing Vowels in Even Counts,62.70%,Medium,45.10%,41.40%,-6.31%,2,1.874,,
379,Design Phone Directory,50.60%,Medium,45.04%,41.40%,-6.21%,2,1.876,,1
361,Bomb Enemy,50.30%,Medium,45.01%,41.40%,-6.15%,2,1.877,,1
1845,Seat Reservation Manager,62.60%,Medium,45.00%,41.40%,-6.14%,2,1.877,,
2155,All Divisions With the Highest Score of a Binary Array,62.60%,Medium,45.00%,41.40%,-6.14%,2,1.877,,
254,Factor Combinations,48.70%,Medium,44.97%,41.40%,-6.10%,2,1.878,,1
623,Add One Row to Tree,54.10%,Medium,44.96%,41.40%,-6.08%,2,1.878,,
424,Longest Repeating Character Replacement,51.10%,Medium,44.88%,41.40%,-5.94%,2,1.881,,
1028,Recover a Tree From Preorder Traversal,72.70%,Hard,57.62%,32.50%,-37.22%,3,1.883,,
198,House Robber,47.70%,Medium,44.80%,41.40%,-5.80%,2,1.884,,
1166,Design File System,61.90%,Medium,44.80%,41.40%,-5.80%,2,1.884,,1
1899,Merge Triplets to Form Target Triplet,62.40%,Medium,44.80%,41.40%,-5.80%,2,1.884,,
1019,Next Greater Node In Linked List,59.70%,Medium,44.75%,41.40%,-5.72%,2,1.886,,
1115,Print FooBar Alternately,61.10%,Medium,44.75%,41.40%,-5.71%,2,1.886,Thread,
729,My Calendar I,55.40%,Medium,44.71%,41.40%,-5.65%,2,1.887,,
851,Loud and Rich,57.20%,Medium,44.72%,41.40%,-5.66%,2,1.887,,
1090,Largest Values From Labels,60.70%,Medium,44.71%,41.40%,-5.65%,2,1.887,,
1358,Number of Substrings Containing All Three Characters,62.30%,Medium,44.70%,41.40%,-5.63%,2,1.887,,
554,Brick Wall,52.80%,Medium,44.67%,41.40%,-5.59%,2,1.888,,
651,4 Keys Keyboard,54.20%,Medium,44.65%,41.40%,-5.55%,2,1.889,,1
1023,Camelcase Matching,59.60%,Medium,44.60%,41.40%,-5.45%,2,1.891,,
1451,Rearrange Words in a Sentence,62.20%,Medium,44.60%,41.40%,-5.46%,2,1.891,,
325,Maximum Size Subarray Sum Equals k,49.30%,Medium,44.53%,41.40%,-5.35%,2,1.893,,1
251,Flatten 2D Vector,48.20%,Medium,44.52%,41.40%,-5.32%,2,1.894,,1
1492,The kth Factor of n,62.10%,Medium,44.50%,41.40%,-5.29%,2,1.894,,
56,Merge Intervals,45.30%,Medium,44.48%,41.40%,-5.25%,2,1.895,,
692,Top K Frequent Words,54.60%,Medium,44.45%,41.40%,-5.21%,2,1.896,,
2279,Maximum Bags With Full Capacity of Rocks,62.00%,Medium,44.40%,41.40%,-5.12%,2,1.898,,
752,Open the Lock,55.40%,Medium,44.37%,41.40%,-5.07%,2,1.899,,
1245,Tree Diameter,61.90%,Medium,44.30%,41.40%,-4.95%,2,1.901,,1
1701,Average Waiting Time,61.90%,Medium,44.30%,41.40%,-4.95%,2,1.901,,
1738,Find Kth Largest XOR Coordinate Value,61.90%,Medium,44.30%,41.40%,-4.95%,2,1.901,,
1887,Reduction Operations to Make the Array Elements Equal,61.90%,Medium,44.30%,41.40%,-4.95%,2,1.901,,
377,Combination Sum IV,49.80%,Medium,44.27%,41.40%,-4.90%,2,1.902,,
1014,Best Sightseeing Pair,59.10%,Medium,44.23%,41.40%,-4.83%,2,1.903,,
1135,Connecting Cities With Minimum Cost,60.90%,Medium,44.25%,41.40%,-4.87%,2,1.903,,1
74,Search a 2D Matrix,45.30%,Medium,44.21%,41.40%,-4.80%,2,1.904,,
1746,Maximum Subarray Sum After One Operation,61.80%,Medium,44.20%,41.40%,-4.78%,2,1.904,,1
505,The Maze II,51.60%,Medium,44.19%,41.40%,-4.77%,2,1.905,,1
1031,Maximum Sum of Two Non-Overlapping Subarrays,59.30%,Medium,44.18%,41.40%,-4.74%,2,1.905,,
781,Rabbits in Forest,55.60%,Medium,44.15%,41.40%,-4.68%,2,1.906,,
417,Pacific Atlantic Water Flow,50.20%,Medium,44.08%,41.40%,-4.58%,2,1.908,,
491,Increasing Subsequences,51.30%,Medium,44.10%,41.40%,-4.61%,2,1.908,,
2177,Find Three Consecutive Integers That Sum to a Given Number,61.70%,Medium,44.10%,41.40%,-4.61%,2,1.908,,
816,Ambiguous Coordinates,56.00%,Medium,44.03%,41.40%,-4.49%,2,1.910,,
210,Course Schedule II,47.10%,Medium,44.02%,41.40%,-4.47%,2,1.911,,
1272,Remove Interval,61.60%,Medium,44.00%,41.40%,-4.44%,2,1.911,,1
1734,Decode XORed Permutation,61.60%,Medium,44.00%,41.40%,-4.44%,2,1.911,,
255,Verify Preorder Sequence in Binary Search Tree,47.70%,Medium,43.96%,41.40%,-4.37%,2,1.913,,1
1170,Compare Strings by Frequency of the Smallest Character,61.10%,Medium,43.94%,41.40%,-4.33%,2,1.913,,
1048,Longest String Chain,59.30%,Medium,43.93%,41.40%,-4.32%,2,1.914,,
846,Hand of Straights,56.30%,Medium,43.89%,41.40%,-4.25%,2,1.915,,
1698,Number of Distinct Substrings in a String,61.50%,Medium,43.90%,41.40%,-4.27%,2,1.915,,1
1466,Reorder Routes to Make All Paths Lead to the City Zero,61.40%,Medium,43.80%,41.40%,-4.10%,2,1.918,,
